"book_ref","book_date","total_amount"
"15656F","2017-08-13 06:31:00+00","27400.00"
"15657F","2017-07-28 03:39:00+00","21800.00"
"15658E","2017-07-16 00:01:00+00","258500.00"
"15659E","2017-08-01 20:36:00+00","68800.00"
"1565EE","2017-06-30 18:16:00+00","316000.00"
"156622","2017-07-16 03:43:00+00","135400.00"
"1566A0","2017-07-29 14:30:00+00","33100.00"
"1566B3","2017-07-15 17:21:00+00","101200.00"
"1566FE","2017-07-26 14:13:00+00","27800.00"
"15679E","2017-07-11 03:08:00+00","130400.00"
"1567CF","2017-08-07 14:52:00+00","170000.00"
"156823","2017-08-15 12:36:00+00","25600.00"
"15685E","2017-08-08 02:43:00+00","114800.00"
"1568A9","2017-07-18 16:55:00+00","399600.00"
"1568BA","2017-07-05 07:42:00+00","41200.00"
"1568D5","2017-07-19 02:54:00+00","21400.00"
"156904","2017-07-02 10:46:00+00","233800.00"
"15690D","2017-07-13 06:26:00+00","14000.00"
"1569C0","2017-07-08 13:28:00+00","87900.00"
"156A0B","2017-07-29 02:51:00+00","56000.00"
"156A55","2017-07-30 01:13:00+00","116800.00"
"156A6D","2017-07-15 05:34:00+00","19800.00"
"156A9F","2017-08-13 06:49:00+00","102100.00"
"156ABC","2017-07-02 15:51:00+00","272400.00"
"156ADF","2017-07-02 23:49:00+00","75600.00"
"156AFB","2017-07-27 02:00:00+00","30700.00"
"156BE2","2017-08-02 08:42:00+00","46900.00"
"156C41","2017-07-22 08:01:00+00","99200.00"
"156C9A","2017-08-05 11:10:00+00","130600.00"
"156CCA","2017-07-09 09:35:00+00","75300.00"
"156CCB","2017-07-23 11:21:00+00","280000.00"
"156CDB","2017-07-26 12:41:00+00","127300.00"
"156DCF","2017-07-15 12:30:00+00","23500.00"
"156DD3","2017-08-07 02:08:00+00","55800.00"
"156E45","2017-08-02 14:59:00+00","26000.00"
"156ED4","2017-08-10 15:12:00+00","81600.00"
"156EDA","2017-08-05 19:23:00+00","258400.00"
"156EE4","2017-07-12 18:44:00+00","93900.00"
"156FA5","2017-07-09 03:31:00+00","418500.00"
"156FFD","2017-08-14 09:50:00+00","57500.00"
"157007","2017-07-13 22:54:00+00","32800.00"
"15701C","2017-08-05 11:38:00+00","174000.00"
"157043","2017-07-25 15:02:00+00","7400.00"
"15706B","2017-07-21 13:45:00+00","39600.00"
"1570E6","2017-07-15 12:54:00+00","71200.00"
"1570F3","2017-08-05 20:27:00+00","48800.00"
"1570FA","2017-07-10 23:53:00+00","100600.00"
"157153","2017-07-06 21:32:00+00","39600.00"
"157181","2017-07-06 04:21:00+00","140900.00"
"15721B","2017-07-03 07:57:00+00","29200.00"
"15722B","2017-07-29 04:37:00+00","62600.00"
"157260","2017-07-11 00:53:00+00","38400.00"
"15731E","2017-07-19 11:19:00+00","91600.00"
"157341","2017-07-06 13:05:00+00","68400.00"
"157368","2017-07-30 03:32:00+00","201800.00"
"15737B","2017-07-21 20:56:00+00","49200.00"
"1573A5","2017-08-09 12:42:00+00","85000.00"
"1573D4","2017-08-10 00:21:00+00","61700.00"
"1573DF","2017-07-27 11:57:00+00","6700.00"
"1574AF","2017-07-18 07:12:00+00","82200.00"
"1574B8","2017-07-28 12:33:00+00","38600.00"
"1574C5","2017-07-11 17:33:00+00","101200.00"
"1574D3","2017-08-04 16:09:00+00","67200.00"
"15752F","2017-07-29 13:39:00+00","25600.00"
"157539","2017-07-29 11:30:00+00","62700.00"
"157547","2017-08-14 11:31:00+00","24400.00"
"157580","2017-08-10 10:33:00+00","311200.00"
"1575A5","2017-07-09 04:46:00+00","138600.00"
"1575A8","2017-08-05 22:37:00+00","96200.00"
"1575B2","2017-07-20 07:02:00+00","83000.00"
"157613","2017-07-12 05:34:00+00","79900.00"
"157627","2017-07-25 08:51:00+00","193600.00"
"15763D","2017-08-13 07:18:00+00","13600.00"
"157644","2017-07-18 05:31:00+00","123000.00"
"157679","2017-07-05 19:52:00+00","36200.00"
"1576EA","2017-07-28 03:18:00+00","67000.00"
"157739","2017-07-31 00:56:00+00","163100.00"
"157766","2017-08-10 19:07:00+00","44000.00"
"15779F","2017-08-10 19:23:00+00","143200.00"
"1577AB","2017-07-26 18:32:00+00","81300.00"
"1577B9","2017-07-14 10:39:00+00","12400.00"
"1577C0","2017-08-12 04:49:00+00","38200.00"
"1577E0","2017-07-28 04:28:00+00","65200.00"
"157825","2017-08-02 18:46:00+00","59800.00"
"157843","2017-07-22 19:58:00+00","48800.00"
"157878","2017-08-10 20:53:00+00","18600.00"
"1578E2","2017-07-12 03:39:00+00","92400.00"
"157912","2017-07-05 14:44:00+00","23400.00"
"157917","2017-07-16 08:31:00+00","75300.00"
"157922","2017-07-24 12:17:00+00","28800.00"
"15797C","2017-07-07 04:44:00+00","22100.00"
"1579AF","2017-08-03 02:42:00+00","23200.00"
"1579D7","2017-07-30 14:46:00+00","32500.00"
"1579EF","2017-07-27 11:42:00+00","17800.00"
"157A5C","2017-07-20 08:52:00+00","124200.00"
"157AD9","2017-07-12 08:40:00+00","31600.00"
"157ADF","2017-08-01 22:04:00+00","39700.00"
"157B6E","2017-07-15 10:25:00+00","6700.00"
"157BB2","2017-07-03 03:05:00+00","67900.00"
"157BD9","2017-07-20 12:38:00+00","32700.00"
"157BF5","2017-07-27 00:40:00+00","23600.00"
"157C86","2017-08-10 17:57:00+00","36200.00"
"157D2B","2017-07-06 21:21:00+00","37900.00"
"157DA0","2017-08-11 06:41:00+00","92900.00"
"157DE2","2017-08-01 03:50:00+00","16400.00"
"157DE7","2017-06-29 21:11:00+00","28000.00"
"157DFE","2017-07-04 17:25:00+00","80000.00"
"157E48","2017-08-07 16:36:00+00","42800.00"
"157E6F","2017-07-18 15:59:00+00","41600.00"
"157EB6","2017-08-02 23:58:00+00","38400.00"
"157F14","2017-07-07 06:24:00+00","143100.00"
"157F8D","2017-07-21 16:42:00+00","38300.00"
"157FA8","2017-07-22 10:29:00+00","67500.00"
"157FAD","2017-07-10 09:39:00+00","114900.00"
"158082","2017-07-05 15:15:00+00","68000.00"
"15809B","2017-08-10 00:57:00+00","135200.00"
"1580DC","2017-08-08 20:48:00+00","59800.00"
"158149","2017-07-03 08:08:00+00","119600.00"
"1581BE","2017-07-27 18:16:00+00","31600.00"
"1581DE","2017-08-11 21:25:00+00","112000.00"
"158270","2017-08-10 10:44:00+00","51900.00"
"1582B2","2017-07-22 06:23:00+00","272500.00"
"1582E9","2017-07-15 06:45:00+00","68800.00"
"15832F","2017-07-23 13:12:00+00","17800.00"
"1583D2","2017-07-31 01:05:00+00","532600.00"
"1583F8","2017-07-27 03:24:00+00","6700.00"
"1583FD","2017-08-10 22:07:00+00","19000.00"
"158402","2017-08-05 09:24:00+00","25100.00"
"15843A","2017-07-17 07:49:00+00","24300.00"
"15846E","2017-07-08 06:05:00+00","152300.00"
"1584B4","2017-07-11 14:09:00+00","21400.00"
"158507","2017-07-15 04:07:00+00","32300.00"
"1585A2","2017-08-01 09:16:00+00","115700.00"
"1585AF","2017-07-13 05:08:00+00","46000.00"
"1585E9","2017-07-19 08:03:00+00","102000.00"
"1585EC","2017-07-16 21:44:00+00","6700.00"
"158617","2017-07-24 02:32:00+00","112000.00"
"158687","2017-07-19 12:43:00+00","63300.00"
"1586D3","2017-07-08 09:55:00+00","47100.00"
"158721","2017-07-27 06:12:00+00","70400.00"
"158727","2017-08-08 04:43:00+00","81700.00"
"15873B","2017-07-26 12:02:00+00","33400.00"
"158741","2017-07-11 18:13:00+00","51300.00"
"158781","2017-08-04 10:48:00+00","46000.00"
"158797","2017-08-10 00:40:00+00","12000.00"
"158813","2017-08-09 02:25:00+00","94200.00"
"158861","2017-07-13 01:23:00+00","39600.00"
"158868","2017-08-03 06:04:00+00","14000.00"
"1588DF","2017-07-31 10:32:00+00","118800.00"
"158940","2017-07-20 03:17:00+00","7300.00"
"15899C","2017-07-24 19:17:00+00","75100.00"
"1589B2","2017-07-27 15:18:00+00","172100.00"
"1589B6","2017-08-11 11:04:00+00","85000.00"
"1589D5","2017-07-19 21:11:00+00","43900.00"
"1589DA","2017-07-20 08:20:00+00","57500.00"
"158A0A","2017-07-31 23:24:00+00","54000.00"
"158A38","2017-07-17 22:57:00+00","56600.00"
"158A68","2017-08-14 19:18:00+00","86800.00"
"158AB1","2017-07-15 04:04:00+00","46000.00"
"158B20","2017-08-04 09:32:00+00","105600.00"
"158B2D","2017-08-05 04:12:00+00","65000.00"
"158B3D","2017-07-22 05:11:00+00","45100.00"
"158B94","2017-08-06 00:56:00+00","73500.00"
"158BA2","2017-07-07 16:36:00+00","52000.00"
"158BBB","2017-07-23 08:00:00+00","38500.00"
"158BDB","2017-07-04 22:40:00+00","133200.00"
"158C70","2017-07-19 23:20:00+00","35400.00"
"158CAE","2017-07-12 04:04:00+00","43300.00"
"158CBA","2017-06-29 06:12:00+00","26000.00"
"158CD2","2017-08-07 13:07:00+00","92700.00"
"158D2B","2017-07-01 02:46:00+00","437700.00"
"158DCC","2017-07-18 00:57:00+00","29600.00"
"158E66","2017-06-28 13:40:00+00","23200.00"
"158EBF","2017-07-30 05:50:00+00","6800.00"
"158EE8","2017-07-21 11:50:00+00","88600.00"
"158F77","2017-08-01 10:22:00+00","21800.00"
"158FA8","2017-08-06 06:51:00+00","56900.00"
"159061","2017-07-19 03:20:00+00","12600.00"
"159082","2017-07-09 22:01:00+00","6700.00"
"15908C","2017-07-07 02:00:00+00","73600.00"
"1590F2","2017-08-02 14:00:00+00","28000.00"
"15912F","2017-07-05 02:10:00+00","77500.00"
"159184","2017-07-31 14:02:00+00","18600.00"
"15919C","2017-07-01 21:12:00+00","35300.00"
"1591A9","2017-08-13 19:34:00+00","67200.00"
"1591B9","2017-06-30 19:32:00+00","79200.00"
"1591DA","2017-08-04 15:57:00+00","27200.00"
"1591E3","2017-07-03 17:14:00+00","76600.00"
"15920A","2017-07-25 15:27:00+00","468700.00"
"159216","2017-07-20 10:59:00+00","44000.00"
"159219","2017-08-12 14:38:00+00","66000.00"
"159222","2017-07-12 03:20:00+00","99200.00"
"159250","2017-07-25 11:32:00+00","174000.00"
"15925A","2017-08-02 08:54:00+00","44900.00"
"15926A","2017-07-22 06:04:00+00","75700.00"
"159295","2017-07-28 09:13:00+00","26000.00"
"159423","2017-06-28 07:07:00+00","26700.00"
"15942F","2017-07-23 14:00:00+00","176000.00"
"159460","2017-07-17 04:56:00+00","58600.00"
"1594BD","2017-08-05 07:39:00+00","31100.00"
"159507","2017-07-04 18:08:00+00","54000.00"
"159544","2017-07-01 15:30:00+00","28000.00"
"1595F4","2017-07-22 22:25:00+00","135600.00"
"15966C","2017-07-22 05:49:00+00","30200.00"
"1596A6","2017-07-13 01:56:00+00","38800.00"
"1596B2","2017-07-26 08:39:00+00","34000.00"
"1596F3","2017-08-01 19:41:00+00","28000.00"
"159720","2017-07-24 06:25:00+00","52000.00"
"159725","2017-08-12 22:51:00+00","133100.00"
"15973D","2017-07-15 05:24:00+00","156500.00"
"159744","2017-08-10 19:25:00+00","137400.00"
"159783","2017-06-30 01:10:00+00","95200.00"
"1597F0","2017-07-05 05:22:00+00","111600.00"
"15980C","2017-07-06 09:49:00+00","65900.00"
"1598A8","2017-08-12 08:50:00+00","39200.00"
"1598B8","2017-06-28 09:00:00+00","49200.00"
"159987","2017-07-14 12:12:00+00","21400.00"
"159997","2017-07-12 06:38:00+00","124000.00"
"1599BC","2017-07-04 06:02:00+00","22600.00"
"1599E7","2017-08-13 01:03:00+00","75700.00"
"1599EE","2017-08-06 12:16:00+00","11200.00"
"159A12","2017-08-08 17:56:00+00","79400.00"
"159A1F","2017-07-10 08:16:00+00","50600.00"
"159A2F","2017-07-13 11:53:00+00","126500.00"
"159A70","2017-08-08 17:40:00+00","42700.00"
"159AB7","2017-07-17 07:35:00+00","13300.00"
"159AE2","2017-07-04 08:45:00+00","133200.00"
"159B82","2017-08-12 19:20:00+00","57100.00"
"159BDC","2017-07-23 23:23:00+00","44700.00"
"159C12","2017-07-03 10:19:00+00","44800.00"
"159C2C","2017-07-29 23:06:00+00","111700.00"
"159C5C","2017-08-12 21:24:00+00","54000.00"
"159C71","2017-08-07 17:54:00+00","77100.00"
"159D2C","2017-08-12 06:45:00+00","26200.00"
"159D57","2017-07-12 05:34:00+00","70800.00"
"159D77","2017-08-04 11:18:00+00","40800.00"
"159E41","2017-07-16 09:19:00+00","52000.00"
"159E77","2017-07-16 02:28:00+00","28000.00"
"159EE5","2017-07-27 14:35:00+00","32800.00"
"159F0D","2017-08-08 16:47:00+00","26000.00"
"159F8D","2017-06-27 07:52:00+00","26500.00"
"159F8E","2017-07-01 03:49:00+00","81700.00"
"15A03E","2017-07-31 09:01:00+00","71200.00"
"15A040","2017-08-09 07:26:00+00","59600.00"
"15A047","2017-08-05 00:55:00+00","65300.00"
"15A084","2017-07-26 11:18:00+00","136600.00"
"15A085","2017-07-29 20:16:00+00","29600.00"
"15A09A","2017-07-13 23:03:00+00","68000.00"
"15A0D9","2017-07-15 18:33:00+00","147000.00"
"15A0E5","2017-07-01 23:51:00+00","516000.00"
"15A186","2017-07-24 06:07:00+00","55800.00"
"15A1BB","2017-08-01 02:54:00+00","52000.00"
"15A25C","2017-08-13 03:27:00+00","21400.00"
"15A2C3","2017-07-30 06:16:00+00","27800.00"
"15A34C","2017-07-30 23:30:00+00","57700.00"
"15A365","2017-07-18 04:22:00+00","86300.00"
"15A3DF","2017-07-27 00:04:00+00","53300.00"
"15A416","2017-08-13 07:03:00+00","170000.00"
"15A467","2017-07-17 10:35:00+00","78300.00"
"15A469","2017-07-30 13:28:00+00","44500.00"
"15A5AC","2017-07-16 12:44:00+00","15100.00"
"15A5B4","2017-07-08 09:11:00+00","265600.00"
"15A618","2017-08-04 21:12:00+00","133100.00"
"15A653","2017-07-02 03:40:00+00","16400.00"
"15A6B6","2017-08-07 03:46:00+00","69500.00"
"15A7C3","2017-08-13 00:15:00+00","26800.00"
"15A8E8","2017-07-12 10:09:00+00","181600.00"
"15A90C","2017-08-11 17:02:00+00","126500.00"
"15A936","2017-07-11 02:37:00+00","59300.00"
"15A9CC","2017-07-15 07:02:00+00","6300.00"
"15AA80","2017-07-29 21:53:00+00","12200.00"
"15AB32","2017-07-29 02:23:00+00","35600.00"
"15AB39","2017-07-12 20:12:00+00","148100.00"
"15AB66","2017-08-10 00:51:00+00","202700.00"
"15AB88","2017-08-02 11:06:00+00","59800.00"
"15AB91","2017-07-28 07:42:00+00","28800.00"
"15AC32","2017-07-28 02:14:00+00","27800.00"
"15AC72","2017-07-09 00:53:00+00","62600.00"
"15AC98","2017-08-15 05:21:00+00","16400.00"
"15ACFE","2017-07-27 10:00:00+00","42800.00"
"15AD3B","2017-08-06 14:48:00+00","64700.00"
"15ADB4","2017-07-22 21:25:00+00","26000.00"
"15ADD2","2017-08-03 04:11:00+00","38500.00"
"15AE04","2017-07-31 17:51:00+00","7200.00"
"15AE44","2017-08-03 13:57:00+00","95600.00"
"15AE45","2017-07-29 23:17:00+00","94000.00"
"15AE4C","2017-07-24 07:59:00+00","84500.00"
"15AE74","2017-07-27 09:55:00+00","18900.00"
"15AF85","2017-07-08 05:05:00+00","168000.00"
"15AFD3","2017-08-01 20:50:00+00","28000.00"
"15AFFE","2017-07-16 11:28:00+00","57400.00"
"15B04A","2017-08-11 02:28:00+00","89600.00"
"15B0CE","2017-07-26 03:23:00+00","48500.00"
"15B0EB","2017-07-19 23:57:00+00","209900.00"
"15B108","2017-08-08 21:34:00+00","56100.00"
"15B191","2017-08-15 10:37:00+00","6600.00"
"15B19A","2017-06-28 00:29:00+00","52300.00"
"15B223","2017-08-04 20:45:00+00","111600.00"
"15B246","2017-07-08 09:00:00+00","40800.00"
"15B25C","2017-08-12 08:04:00+00","54500.00"
"15B25F","2017-07-04 11:10:00+00","36800.00"
"15B28F","2017-08-01 08:38:00+00","57500.00"
"15B295","2017-08-08 19:18:00+00","38500.00"
"15B296","2017-07-21 17:19:00+00","22600.00"
"15B2EA","2017-08-05 17:58:00+00","71800.00"
"15B3AF","2017-07-14 00:05:00+00","247600.00"
"15B3E9","2017-08-08 00:27:00+00","14000.00"
"15B47A","2017-06-30 10:52:00+00","176000.00"
"15B47E","2017-07-07 21:27:00+00","23400.00"
"15B492","2017-07-18 05:21:00+00","6800.00"
"15B4C2","2017-07-28 11:57:00+00","24800.00"
"15B4FD","2017-07-23 16:25:00+00","73400.00"
"15B4FF","2017-07-27 02:16:00+00","14400.00"
"15B528","2017-07-21 04:38:00+00","139800.00"
"15B540","2017-08-10 05:09:00+00","6000.00"
"15B58D","2017-08-11 10:22:00+00","30000.00"
"15B599","2017-07-05 05:22:00+00","57100.00"
"15B5A4","2017-07-24 00:49:00+00","59800.00"
"15B5B9","2017-07-13 18:14:00+00","40800.00"
"15B650","2017-07-21 01:59:00+00","265800.00"
"15B674","2017-08-02 13:25:00+00","12600.00"
"15B67C","2017-07-27 05:53:00+00","114400.00"
"15B695","2017-07-07 10:38:00+00","194000.00"
"15B6BD","2017-08-10 13:13:00+00","57400.00"
"15B6DF","2017-08-02 15:58:00+00","27800.00"
"15B6E4","2017-07-26 02:38:00+00","76600.00"
"15B6FA","2017-07-06 13:53:00+00","14400.00"
"15B72D","2017-07-20 19:58:00+00","86400.00"
"15B7C4","2017-07-19 15:58:00+00","49500.00"
"15B7D1","2017-07-26 02:10:00+00","50000.00"
"15B87F","2017-08-06 21:32:00+00","43000.00"
"15B886","2017-07-22 11:39:00+00","40000.00"
"15B8A2","2017-07-22 03:35:00+00","138600.00"
"15B8B0","2017-08-13 17:54:00+00","46400.00"
"15B8BF","2017-08-09 12:35:00+00","149300.00"
"15B8EE","2017-08-02 19:39:00+00","46400.00"
"15B928","2017-08-05 15:27:00+00","13000.00"
"15B973","2017-07-12 07:46:00+00","22000.00"
"15B9B9","2017-07-10 05:25:00+00","25100.00"
"15B9D2","2017-07-05 10:34:00+00","70800.00"
"15BA60","2017-07-10 12:21:00+00","24400.00"
"15BA93","2017-07-23 12:23:00+00","75300.00"
"15BB30","2017-06-26 17:48:00+00","115700.00"
"15BB8F","2017-07-09 16:39:00+00","13400.00"
"15BB9B","2017-08-03 18:08:00+00","35600.00"
"15BBD7","2017-07-13 10:13:00+00","98100.00"
"15BC0E","2017-07-12 13:00:00+00","14000.00"
"15BC66","2017-07-30 05:58:00+00","23400.00"
"15BCFD","2017-08-02 23:30:00+00","26000.00"
"15BD4B","2017-07-05 22:59:00+00","33100.00"
"15BD6E","2017-07-16 01:52:00+00","50600.00"
"15BDED","2017-07-04 17:07:00+00","100000.00"
"15BE08","2017-07-24 08:30:00+00","43000.00"
"15BE0E","2017-07-10 05:21:00+00","44800.00"
"15BE12","2017-07-31 01:14:00+00","23600.00"
"15BE3A","2017-07-22 23:59:00+00","46200.00"
"15BE72","2017-08-13 15:42:00+00","23600.00"
"15BE77","2017-07-12 00:17:00+00","22400.00"
"15BF1F","2017-08-15 11:05:00+00","115400.00"
"15BFA9","2017-07-30 23:27:00+00","37500.00"
"15BFAD","2017-08-05 12:21:00+00","346900.00"
"15BFD8","2017-07-27 05:07:00+00","169300.00"
"15C07B","2017-07-28 04:54:00+00","246000.00"
"15C0D6","2017-07-22 06:01:00+00","131600.00"
"15C0DB","2017-07-11 22:20:00+00","30000.00"
"15C0FC","2017-07-23 13:06:00+00","61800.00"
"15C123","2017-07-16 16:49:00+00","43600.00"
"15C181","2017-07-29 09:47:00+00","22000.00"
"15C186","2017-07-30 12:07:00+00","39100.00"
"15C1FD","2017-08-04 19:42:00+00","112900.00"
"15C29A","2017-08-01 07:26:00+00","265700.00"
"15C2B8","2017-07-11 02:06:00+00","132800.00"
"15C2D1","2017-07-29 21:58:00+00","92600.00"
"15C392","2017-08-01 05:15:00+00","50700.00"
"15C3A9","2017-06-29 06:46:00+00","94000.00"
"15C41E","2017-07-12 10:05:00+00","116500.00"
"15C432","2017-07-09 14:30:00+00","71900.00"
"15C43F","2017-07-15 06:20:00+00","146400.00"
"15C495","2017-08-14 16:01:00+00","6300.00"
"15C49A","2017-08-06 17:31:00+00","69500.00"
"15C537","2017-07-20 20:49:00+00","45000.00"
"15C541","2017-07-12 08:41:00+00","28000.00"
"15C55C","2017-07-10 09:44:00+00","83200.00"
"15C58C","2017-07-23 00:08:00+00","46400.00"
"15C5BF","2017-07-14 19:12:00+00","28000.00"
"15C5CF","2017-07-05 23:34:00+00","3400.00"
"15C5D8","2017-08-14 06:23:00+00","13400.00"
"15C5EE","2017-07-10 05:52:00+00","85000.00"
"15C64E","2017-08-08 22:15:00+00","28800.00"
"15C654","2017-07-27 13:24:00+00","95600.00"
"15C68D","2017-07-19 04:57:00+00","33600.00"
"15C693","2017-07-22 03:39:00+00","112000.00"
"15C6E6","2017-08-04 11:50:00+00","92700.00"
"15C6EE","2017-07-26 14:04:00+00","67600.00"
"15C734","2017-07-21 03:53:00+00","17200.00"
"15C764","2017-07-10 19:53:00+00","46000.00"
"15C770","2017-08-07 15:39:00+00","28800.00"
"15C813","2017-07-26 04:33:00+00","25000.00"
"15C832","2017-07-30 11:49:00+00","38000.00"
"15C896","2017-08-12 14:01:00+00","41200.00"
"15C8F9","2017-07-28 16:31:00+00","10700.00"
"15C933","2017-08-08 06:42:00+00","56600.00"
"15C94F","2017-08-06 18:20:00+00","55000.00"
"15C9BE","2017-07-17 01:18:00+00","26000.00"
"15C9C8","2017-07-15 03:26:00+00","56600.00"
"15CA6B","2017-07-12 05:49:00+00","136600.00"
"15CB02","2017-08-11 15:26:00+00","26000.00"
"15CB67","2017-07-14 18:11:00+00","36200.00"
"15CBB9","2017-08-08 20:14:00+00","43000.00"
"15CBCD","2017-07-21 12:31:00+00","43400.00"
"15CBD6","2017-08-03 12:39:00+00","53200.00"
"15CC37","2017-07-13 00:07:00+00","265700.00"
"15CC3F","2017-08-01 19:25:00+00","12600.00"
"15CC8D","2017-07-28 06:17:00+00","92600.00"
"15CCC2","2017-08-07 12:38:00+00","73300.00"
"15CCE0","2017-07-26 19:06:00+00","28000.00"
"15CD3C","2017-07-05 18:48:00+00","44600.00"
"15CD41","2017-07-05 17:26:00+00","47200.00"
"15CD5A","2017-07-02 12:24:00+00","17000.00"
"15CDA7","2017-08-09 13:40:00+00","239100.00"
"15CDA8","2017-08-05 15:01:00+00","109600.00"
"15CDEF","2017-07-20 18:08:00+00","272300.00"
"15CE2F","2017-07-24 04:46:00+00","13600.00"
"15CE7F","2017-08-14 22:30:00+00","26000.00"
"15CF0C","2017-07-03 16:38:00+00","13400.00"
"15CF1D","2017-08-14 18:44:00+00","117200.00"
"15CF8F","2017-07-15 01:38:00+00","155500.00"
"15CFA7","2017-08-15 07:56:00+00","182100.00"
"15CFE3","2017-07-03 21:21:00+00","43500.00"
"15D012","2017-07-14 20:59:00+00","36200.00"
"15D045","2017-08-05 01:33:00+00","59600.00"
"15D06E","2017-08-01 07:04:00+00","104300.00"
"15D0CC","2017-08-01 11:56:00+00","65900.00"
"15D0CF","2017-07-18 01:05:00+00","44500.00"
"15D0D5","2017-08-03 09:17:00+00","12600.00"
"15D0DA","2017-07-16 13:50:00+00","257500.00"
"15D0E8","2017-07-07 05:59:00+00","62600.00"
"15D1C7","2017-07-16 08:19:00+00","42000.00"
"15D1FA","2017-07-18 03:27:00+00","125100.00"
"15D219","2017-08-12 00:46:00+00","26800.00"
"15D24B","2017-08-13 01:57:00+00","31200.00"
"15D26D","2017-07-08 18:49:00+00","32700.00"
"15D291","2017-07-12 01:21:00+00","27800.00"
"15D293","2017-07-11 16:50:00+00","137900.00"
"15D29D","2017-07-28 09:09:00+00","66000.00"
"15D2C3","2017-07-18 12:32:00+00","40800.00"
