"ticket_no","flight_id","boarding_no","seat_no"
"0005433101446",8069,38,"11B"
"0005433101451",8069,39,"11E"
"0005433101391",8069,40,"12C"
"0005432919576",8069,41,"12B"
"0005432019900",8069,42,"12D"
"0005432677523",8069,43,"12F"
"0005433101423",8069,44,"12E"
"0005432919580",8069,45,"13B"
"0005432044486",8069,46,"13C"
"0005433101453",8069,47,"13E"
"0005433101418",8069,48,"13D"
"0005432019889",8069,49,"14A"
"0005433101410",8069,50,"14C"
"0005432919567",8069,51,"14E"
"0005433101401",8069,52,"14D"
"0005433101409",8069,53,"14F"
"0005433101438",8069,54,"15B"
"0005432019902",8069,55,"15F"
"0005433101406",8069,56,"15E"
"0005432019891",8069,57,"16B"
"0005432045587",8069,58,"16D"
"0005432753256",8069,59,"16E"
"0005433101424",8069,60,"16F"
"0005433101435",8069,61,"17B"
"0005433101422",8069,62,"17A"
"0005433101427",8069,63,"17C"
"0005432019899",8069,64,"17D"
"0005432019894",8069,65,"17F"
"0005432751482",8069,66,"17E"
"0005432019888",8069,67,"18A"
"0005433101433",8069,68,"18B"
"0005432677520",8069,69,"18D"
"0005433101420",8069,70,"18F"
"0005433101436",8069,71,"19B"
"0005433101396",8069,72,"19D"
"0005433101432",8069,73,"20A"
"0005432019904",8069,74,"19E"
"0005433101437",8069,75,"20B"
"0005432677522",8069,76,"20C"
"0005432019903",8069,77,"20E"
"0005432753255",8069,78,"20D"
"0005432919578",8069,79,"20F"
"0005433101440",8069,80,"21A"
"0005432919573",8069,81,"21B"
"0005433101448",8069,82,"21D"
"0005432919581",8069,83,"21C"
"0005433101454",8069,84,"21F"
"0005433101441",8069,85,"21E"
"0005433101413",8069,86,"22A"
"0005433101414",8069,87,"22B"
"0005433101419",8069,88,"22C"
"0005433101455",8069,89,"22E"
"0005432919584",8069,90,"22D"
"0005433101408",8069,91,"22F"
"0005433101421",8069,92,"23C"
"0005433101405",8069,93,"23B"
"0005433101456",8069,94,"23D"
"0005432019905",8069,95,"23F"
"0005432019901",8069,96,"24A"
"0005433101430",8069,97,"24C"
"0005433101403",8069,98,"24E"
"0005432019909",8069,99,"24D"
"0005433101443",8069,100,"24F"
"0005432391959",8069,101,"25A"
"0005433101434",8069,102,"25C"
"0005432019908",8069,103,"25F"
"0005432019897",8069,104,"25E"
"0005432751483",8069,105,"26A"
"0005432019895",8069,106,"26B"
"0005433101447",8069,107,"26C"
"0005433101442",8069,108,"26E"
"0005433101393",8069,109,"26D"
"0005432919583",8069,110,"26F"
"0005432019896",8069,111,"27B"
"0005432919587",8069,112,"27A"
"0005433101399",8069,113,"27C"
"0005432019906",8069,114,"27D"
"0005432753257",8069,115,"27F"
"0005433101400",8069,116,"27E"
"0005433101449",8069,117,"28A"
"0005433101395",8069,118,"28D"
"0005433101445",8069,119,"28C"
"0005432919585",8069,120,"28F"
"0005433101458",8069,121,"29C"
"0005432019907",8069,122,"29B"
"0005433101397",8069,123,"29D"
"0005432019911",8069,124,"29E"
"0005433101457",8069,125,"29F"
"0005432019890",8069,126,"30C"
"0005432045588",8069,127,"30B"
"0005432019914",8069,128,"30A"
"0005433101429",8069,129,"30D"
"0005433101452",8069,130,"30E"
"0005433101428",8069,131,"30F"
"0005432919577",8069,132,"31A"
"0005433101392",8069,133,"31C"
"0005433101412",8069,134,"31D"
"0005432019915",8069,135,"31E"
"0005432901378",8068,1,"1A"
"0005432901370",8068,2,"4C"
"0005432901382",8068,3,"5A"
"0005432901374",8068,4,"6F"
"0005432002049",8068,5,"7C"
"0005432901381",8068,6,"7F"
"0005432901375",8068,7,"10C"
"0005432901372",8068,8,"11A"
"0005432901380",8068,9,"11B"
"0005432901377",8068,10,"13D"
"0005432901368",8068,11,"13F"
"0005432901383",8068,12,"13E"
"0005432901366",8068,13,"16B"
"0005432901373",8068,14,"16D"
"0005432901367",8068,15,"17A"
"0005432816958",8068,16,"17F"
"0005432901376",8068,17,"19B"
"0005432816959",8068,18,"20D"
"0005432901379",8068,19,"24E"
"0005432002048",8068,20,"25B"
"0005432901365",8068,21,"25F"
"0005432901371",8068,22,"26A"
"0005432901369",8068,23,"31D"
"0005433870701",9640,1,"5A"
"0005433870700",9640,2,"5B"
"0005433870702",9640,3,"6A"
"0005434175696",32365,1,"2B"
"0005434175695",32365,2,"3A"
"0005434175694",32365,3,"4A"
"0005434175697",32365,4,"6A"
"0005434937882",3495,1,"1C"
"0005434426229",3495,2,"1A"
"0005434877021",3495,3,"1H"
"0005435125840",3495,4,"1G"
"0005435625929",3495,5,"1D"
"0005434876979",3495,6,"1K"
"0005434876981",3495,7,"2D"
"0005434877036",3495,8,"2C"
"0005434876982",3495,9,"2G"
"0005434876992",3495,10,"2K"
"0005434877020",3495,11,"3C"
"0005435125850",3495,12,"3H"
"0005435625944",3495,13,"3G"
"0005434876969",3495,14,"4A"
"0005434876946",3495,15,"4K"
"0005435125834",3495,16,"4H"
"0005434876988",3495,17,"5D"
"0005434877002",3495,18,"5C"
"0005435125816",3495,19,"5A"
"0005432799091",3495,20,"5H"
"0005434426215",3495,21,"5G"
"0005434876960",3495,22,"11A"
"0005434877005",3495,23,"11C"
"0005434877033",3495,24,"11F"
"0005434937878",3495,25,"11E"
"0005434877008",3495,26,"11H"
"0005434876966",3495,27,"11G"
"0005434877009",3495,28,"12A"
"0005434877031",3495,29,"12E"
"0005434426217",3495,30,"12D"
"0005432799070",3495,31,"12H"
"0005432613808",3495,32,"13C"
"0005435125851",3495,33,"13E"
"0005432611658",3495,34,"13H"
"0005434877018",3495,35,"14A"
"0005434426214",3495,36,"13K"
"0005435625939",3495,37,"14E"
"0005434877030",3495,38,"14D"
"0005432799081",3495,39,"14F"
"0005435625934",3495,40,"14K"
"0005434426208",3495,41,"14H"
"0005432799084",3495,42,"14G"
"0005432611656",3495,43,"15E"
"0005434877006",3495,44,"15D"
"0005434876991",3495,45,"15H"
"0005434876955",3495,46,"15K"
"0005434876967",3495,47,"16D"
"0005435125843",3495,48,"16C"
"0005434426216",3495,49,"16A"
"0005435125817",3495,50,"16K"
"0005434876949",3495,51,"16G"
"0005434426220",3495,52,"17C"
"0005432799079",3495,53,"17D"
"0005434877027",3495,54,"17G"
"0005435125818",3495,55,"17F"
"0005432799075",3495,56,"17H"
"0005434937873",3495,57,"18B"
"0005435125846",3495,58,"18A"
"0005434877035",3495,59,"18F"
"0005434426227",3495,60,"18K"
"0005434877003",3495,61,"18J"
"0005435625933",3495,62,"19B"
"0005434876994",3495,63,"19A"
"0005435625942",3495,64,"19D"
"0005432799089",3495,65,"19C"
"0005432799073",3495,66,"19F"
"0005435125832",3495,67,"19H"
"0005434937875",3495,68,"19G"
"0005434877039",3495,69,"19K"
"0005434937874",3495,70,"19J"
"0005435625937",3495,71,"20C"
"0005434876944",3495,72,"20B"
"0005434877037",3495,73,"20A"
"0005434877012",3495,74,"20D"
"0005435625948",3495,75,"20H"
"0005435125819",3495,76,"20F"
"0005434937876",3495,77,"20J"
"0005434877016",3495,78,"21B"
"0005435625941",3495,79,"21A"
"0005434426213",3495,80,"20K"
"0005435625936",3495,81,"21D"
"0005432188563",3495,82,"21C"
"0005435625945",3495,83,"21E"
"0005432611655",3495,84,"21J"
"0005435625938",3495,85,"21H"
"0005434876974",3495,86,"21G"
"0005435125844",3495,87,"22A"
"0005435125839",3495,88,"21K"
"0005434877038",3495,89,"22E"
"0005434877014",3495,90,"22D"
"0005435125815",3495,91,"22G"
"0005434876963",3495,92,"23D"
"0005434876952",3495,93,"23C"
"0005434877011",3495,94,"23E"
"0005435125847",3495,95,"23J"
"0005435125833",3495,96,"23H"
"0005435125849",3495,97,"24D"
"0005432613806",3495,98,"24E"
"0005432613807",3495,99,"25B"
"0005435125836",3495,100,"25A"
"0005435125821",3495,101,"24G"
"0005435625943",3495,102,"25E"
"0005434426218",3495,103,"25H"
"0005434426212",3495,104,"25G"
"0005435125820",3495,105,"25K"
"0005434876996",3495,106,"25J"
"0005432188565",3495,107,"26C"
"0005434937890",3495,108,"26B"
"0005435125830",3495,109,"26G"
"0005434876987",3495,110,"26H"
"0005434876954",3495,111,"27B"
"0005432799071",3495,112,"27C"
"0005434426206",3495,113,"27E"
"0005434937884",3495,114,"27H"
"0005435125837",3495,115,"27K"
"0005434876953",3495,116,"28B"
"0005434877032",3495,117,"28E"
"0005434877013",3495,118,"28C"
"0005435125835",3495,119,"28G"
"0005435125822",3495,120,"28K"
"0005434426232",3495,121,"29A"
"0005434937872",3495,122,"29C"
"0005434876956",3495,123,"29F"
"0005434937885",3495,124,"29J"
"0005434426234",3495,125,"29H"
"0005434876997",3495,126,"30A"
"0005434876968",3495,127,"29K"
"0005432799069",3495,128,"30E"
"0005434876984",3495,129,"30D"
"0005434876962",3495,130,"30G"
"0005435125848",3495,131,"30H"
"0005435125841",3495,132,"31D"
"0005435625946",3495,133,"31C"
"0005432799095",3495,134,"31B"
"0005434876973",3495,135,"31F"
"0005434876978",3495,136,"31E"
"0005434876945",3495,137,"31H"
"0005432611657",3495,138,"32A"
"0005432799077",3495,139,"31J"
"0005434876950",3495,140,"32E"
"0005435125845",3495,141,"32D"
"0005435625932",3495,142,"32H"
"0005434937889",3495,143,"32G"
"0005432799086",3495,144,"32F"
"0005434877000",3495,145,"33C"
"0005435125827",3495,146,"33B"
"0005434877010",3495,147,"33F"
"0005435125823",3495,148,"33H"
"0005434876957",3495,149,"33G"
"0005435625930",3495,150,"33K"
"0005434937880",3495,151,"33J"
"0005434877024",3495,152,"34B"
"0005434876976",3495,153,"34D"
"0005434426225",3495,154,"34F"
"0005432799074",3495,155,"34J"
"0005434877029",3495,156,"34H"
"0005434426209",3495,157,"35B"
"0005432799087",3495,158,"35A"
"0005432799080",3495,159,"34K"
"0005432188564",3495,160,"35D"
"0005434877034",3495,161,"35E"
"0005432183437",3495,162,"35G"
"0005434876977",3495,163,"35K"
"0005434426207",3495,164,"36C"
"0005434426235",3495,165,"36D"
"0005434876983",3495,166,"36K"
"0005435125831",3495,167,"36J"
"0005434937891",3495,168,"36H"
"0005434876971",3495,169,"37B"
"0005434937886",3495,170,"37A"
"0005434426223",3495,171,"37E"
"0005434876985",3495,172,"37D"
"0005434426221",3495,173,"37J"
"0005435625935",3495,174,"37K"
"0005432799078",3495,175,"38C"
"0005434876964",3495,176,"38A"
"0005432799076",3495,177,"38K"
"0005434876943",3495,178,"38J"
"0005434876970",3495,179,"39A"
"0005435125829",3495,180,"39D"
"0005434426233",3495,181,"39B"
"0005435125838",3495,182,"39E"
"0005435125814",3495,183,"39K"
"0005434876993",3495,184,"40C"
"0005435625947",3495,185,"40A"
"0005435125826",3495,186,"40F"
"0005434876986",3495,187,"40E"
"0005432799088",3495,188,"40D"
"0005434426205",3495,189,"40H"
"0005434876948",3495,190,"40J"
"0005434937881",3495,191,"41B"
"0005434426230",3495,192,"41C"
"0005434876975",3495,193,"41G"
"0005434937877",3495,194,"41E"
"0005435125824",3495,195,"41H"
"0005432799090",3495,196,"41K"
"0005434426224",3495,197,"42G"
"0005435625928",3495,198,"42F"
"0005434877025",3495,199,"42J"
"0005434876965",3495,200,"42H"
"0005434876980",3495,201,"43D"
"0005434937879",3495,202,"43C"
"0005434876961",3495,203,"43B"
"0005434426231",3495,204,"43F"
"0005434877022",3495,205,"43E"
"0005435125855",3495,206,"43J"
"0005434937883",3495,207,"43H"
"0005432799082",3495,208,"43G"
"0005434876999",3495,209,"43K"
"0005434877017",3495,210,"44C"
"0005432799097",3495,211,"44B"
"0005434876990",3495,212,"44E"
"0005432799093",3495,213,"44D"
"0005435625940",3495,214,"44G"
"0005434876972",3495,215,"44F"
"0005434877026",3495,216,"44K"
"0005434876995",3495,217,"45B"
"0005432183438",3495,218,"45F"
"0005434876959",3495,219,"45H"
"0005435125828",3495,220,"45K"
"0005434877019",3495,221,"45J"
"0005432799096",3495,222,"46C"
"0005434426211",3495,223,"46B"
"0005434426219",3495,224,"46A"
"0005435914681",3495,225,"46D"
"0005434426222",3495,226,"46G"
"0005434877015",3495,227,"46J"
"0005432799083",3495,228,"46H"
"0005434877001",3495,229,"47A"
"0005434876947",3495,230,"46K"
"0005434876998",3495,231,"47E"
"0005434877004",3495,232,"47D"
"0005434876958",3495,233,"47K"
"0005434937888",3495,234,"47H"
"0005432799094",3495,235,"48C"
"0005434877023",3495,236,"48A"
"0005434426226",3495,237,"48E"
"0005435125842",3495,238,"48D"
"0005435125852",3495,239,"48H"
"0005435125825",3495,240,"48G"
"0005432799072",3495,241,"48F"
"0005434877007",3495,242,"49A"
"0005432183436",3495,243,"48K"
"0005434877028",3495,244,"49G"
"0005432799092",3495,245,"49K"
"0005434426228",3495,246,"50C"
"0005434426210",3495,247,"50A"
"0005434937887",3495,248,"50E"
"0005435625931",3495,249,"50D"
"0005435125854",3495,250,"50H"
"0005434876951",3495,251,"51D"
"0005435125853",3495,252,"50K"
"0005434876989",3495,253,"51F"
"0005432799085",3495,254,"51E"
"0005435902467",14557,1,"1G"
"0005432059478",14557,2,"1H"
"0005435902457",14557,3,"2D"
"0005434876696",14557,4,"3G"
"0005435902459",14557,5,"4C"
"0005435913866",14557,6,"4G"
"0005434426097",14557,7,"5H"
"0005432799047",14557,8,"11K"
"0005435902464",14557,9,"13H"
"0005432799046",14557,10,"14F"
"0005435902460",14557,11,"17A"
"0005435913869",14557,12,"18D"
"0005435913867",14557,13,"20F"
"0005435902470",14557,14,"20G"
"0005434937815",14557,15,"21B"
"0005432059477",14557,16,"22D"
"0005435902474",14557,17,"22J"
"0005434426098",14557,18,"26F"
"0005435902465",14557,19,"27E"
"0005435902466",14557,20,"27D"
"0005435902469",14557,21,"29F"
"0005435902468",14557,22,"31A"
"0005435902472",14557,23,"31F"
"0005435913873",14557,24,"32B"
"0005432798989",14557,25,"33E"
"0005435913868",14557,26,"35A"
"0005432798988",14557,27,"35J"
"0005434937814",14557,28,"37D"
"0005435902458",14557,29,"37F"
"0005435913872",14557,30,"42C"
"0005435902473",14557,31,"42G"
"0005435902463",14557,32,"42J"
"0005435902471",14557,33,"42K"
"0005435902461",14557,34,"43J"
"0005434426096",14557,35,"44A"
"0005434426092",14557,36,"47K"
"0005435913874",14557,37,"48F"
"0005435913871",14557,38,"48G"
"0005435902462",14557,39,"50D"
"0005435913870",14557,40,"51F"
"0005434325496",3604,1,"1D"
"0005434325491",3604,2,"2D"
"0005434325495",3604,3,"5C"
"0005434325498",3604,4,"6B"
"0005434325492",3604,5,"7B"
"0005434312291",3604,6,"7C"
"0005434312290",3604,7,"7D"
"0005434325503",3604,8,"18D"
"0005434325493",3604,9,"19B"
"0005434325494",3604,10,"19C"
"0005434325502",3604,11,"20B"
"0005434312289",3604,12,"20D"
"0005434325500",3604,13,"21D"
"0005434325497",3604,14,"21C"
"0005434325499",3604,15,"22C"
"0005434325501",3604,16,"22D"
"0005435889814",15616,1,"3A"
"0005435889816",15616,2,"4B"
"0005435889815",15616,3,"18A"
"0005435889818",15616,4,"19B"
"0005435889817",15616,5,"21B"
"0005435957511",665,1,"1D"
"0005435957501",665,2,"2C"
"0005435957510",665,3,"3D"
"0005435957513",665,4,"4B"
"0005435957505",665,5,"4D"
"0005435957509",665,6,"6A"
"0005435957512",665,7,"6D"
"0005435957504",665,8,"7A"
"0005435957508",665,9,"7B"
"0005435957499",665,10,"7C"
"0005435957500",665,11,"19B"
"0005435957503",665,12,"19D"
"0005435957506",665,13,"20D"
"0005435957502",665,14,"22B"
"0005435957507",665,15,"23B"
"0005433420290",15170,1,"2A"
"0005433420287",15170,2,"5B"
"0005433420286",15170,3,"5D"
"0005433420291",15170,4,"6D"
"0005433420288",15170,5,"7C"
"0005433420285",15170,6,"20A"
"0005433420292",15170,7,"20D"
"0005433420289",15170,8,"21D"
"0005435629388",8940,1,"2A"
"0005434247111",16060,1,"1B"
"0005434247112",16060,2,"4A"
"0005434247113",16060,3,"4B"
"0005435163165",4423,1,"1A"
"0005435163159",4423,2,"2C"
"0005435163164",4423,3,"4A"
"0005435163158",4423,4,"4C"
"0005435163160",4423,5,"5D"
"0005435163156",4423,6,"7B"
"0005435163162",4423,7,"18A"
"0005435163157",4423,8,"18C"
"0005435163163",4423,9,"19D"
"0005435163161",4423,10,"20A"
"0005435797283",2844,1,"1C"
"0005435797293",2844,2,"2C"
"0005435797282",2844,3,"4C"
"0005435797288",2844,4,"4D"
"0005435797291",2844,5,"4F"
"0005435797289",2844,6,"5E"
"0005435797287",2844,7,"6D"
"0005435797285",2844,8,"9A"
"0005435797284",2844,9,"9C"
"0005435797290",2844,10,"10C"
"0005435797281",2844,11,"13A"
"0005435797292",2844,12,"16A"
"0005435797280",2844,13,"19D"
"0005435797286",2844,14,"20E"
"0005433404712",29295,1,"5A"
"0005433404708",29295,2,"5F"
"0005433404714",29295,3,"6C"
"0005433404709",29295,4,"8A"
"0005433404711",29295,5,"10E"
"0005433404713",29295,6,"12C"
"0005433404710",29295,7,"13C"
"0005433404707",29295,8,"13E"
"0005433404706",29295,9,"15C"
"0005435376313",5759,1,"6A"
"0005434947909",5732,1,"1A"
"0005434947910",5732,2,"1B"
"0005434947906",5732,3,"2B"
"0005434947907",5732,4,"3A"
"0005434947908",5732,5,"4A"
"0005434947905",5732,6,"3B"
"0005434947912",5732,7,"4B"
"0005434947913",5732,8,"5B"
"0005434947904",5732,9,"6A"
"0005434947911",5732,10,"6B"
"0005435376321",16415,1,"1B"
"0005435376319",16415,2,"2B"
"0005435376320",16415,3,"3A"
"0005433960088",6940,1,"1F"
"0005433960139",6940,2,"2A"
"0005433960097",6940,3,"2F"
"0005433960090",6940,4,"3C"
"0005433960085",6940,5,"4C"
"0005433960126",6940,6,"4D"
"0005433960098",6940,7,"5A"
"0005433960112",6940,8,"5D"
"0005433960140",6940,9,"5E"
"0005433960138",6940,10,"5F"
"0005433960095",6940,11,"6A"
"0005433960094",6940,12,"6D"
"0005433960102",6940,13,"6E"
"0005433960125",6940,14,"6F"
"0005433960089",6940,15,"7A"
"0005433960083",6940,16,"7D"
"0005433960091",6940,17,"8A"
"0005433960111",6940,18,"8C"
"0005433960137",6940,19,"8D"
"0005433960116",6940,20,"8E"
"0005433960119",6940,21,"8F"
"0005433960100",6940,22,"9A"
"0005433960130",6940,23,"9D"
"0005433960092",6940,24,"9E"
"0005433960135",6940,25,"9F"
"0005433960104",6940,26,"10A"
"0005433960141",6940,27,"10C"
"0005433960110",6940,28,"10E"
"0005433960134",6940,29,"10F"
"0005433960136",6940,30,"11A"
"0005433960131",6940,31,"11C"
"0005433960121",6940,32,"11D"
"0005433960132",6940,33,"11E"
"0005433960118",6940,34,"12A"
"0005433960133",6940,35,"12C"
"0005433960108",6940,36,"12E"
"0005433960087",6940,37,"13A"
"0005433960096",6940,38,"13D"
"0005433960115",6940,39,"13F"
"0005433960084",6940,40,"14C"
"0005433960109",6940,41,"14D"
"0005433960082",6940,42,"14E"
"0005433960107",6940,43,"14F"
"0005433960114",6940,44,"15D"
"0005433960093",6940,45,"15F"
"0005433960086",6940,46,"16A"
"0005433960105",6940,47,"16C"
"0005433960120",6940,48,"16D"
"0005433960122",6940,49,"16E"
"0005433960099",6940,50,"17D"
"0005433960113",6940,51,"17E"
"0005433960129",6940,52,"18A"
"0005433960123",6940,53,"18E"
"0005433960103",6940,54,"18F"
"0005433960106",6940,55,"19A"
"0005433960127",6940,56,"19E"
"0005433960128",6940,57,"20A"
"0005433960101",6940,58,"20C"
"0005433960117",6940,59,"20D"
"0005433960124",6940,60,"20F"
"0005435082671",26137,1,"3A"
"0005435082673",26137,2,"2B"
"0005435082670",26137,3,"4A"
"0005435082676",26137,4,"4B"
"0005435082674",26137,5,"5A"
"0005435082677",26137,6,"5B"
"0005435082675",26137,7,"6A"
"0005435082672",26137,8,"6B"
"0005434244577",5073,1,"2A"
"0005434244595",5073,2,"2D"
"0005434244579",5073,3,"4C"
"0005434244588",5073,4,"4D"
"0005434244591",5073,5,"6D"
"0005434244601",5073,6,"7A"
"0005434244581",5073,7,"7F"
"0005434244590",5073,8,"8B"
"0005434244573",5073,9,"8D"
"0005434244598",5073,10,"9B"
"0005434244594",5073,11,"9A"
"0005434244589",5073,12,"10C"
"0005434244584",5073,13,"10D"
"0005434244603",5073,14,"10E"
"0005434244575",5073,15,"11F"
"0005434244596",5073,16,"13D"
"0005434244585",5073,17,"13E"
"0005434244600",5073,18,"14B"
"0005432166858",5073,19,"15A"
"0005434244592",5073,20,"15B"
"0005432166857",5073,21,"15F"
"0005434244574",5073,22,"16D"
"0005434244580",5073,23,"19D"
"0005434244602",5073,24,"20D"
"0005434244576",5073,25,"20E"
"0005434244578",5073,26,"21A"
"0005434244586",5073,27,"21B"
"0005434244583",5073,28,"22D"
"0005434244597",5073,29,"23C"
"0005432166856",5073,30,"23D"
"0005434244593",5073,31,"25C"
"0005432166859",5073,32,"25D"
"0005434244587",5073,33,"27B"
"0005434244582",5073,34,"29E"
"0005434244599",5073,35,"31F"
"0005433784470",5074,1,"1C"
"0005433784467",5074,2,"1A"
"0005433784445",5074,3,"1F"
"0005433613727",5074,4,"1D"
"0005433613758",5074,5,"2A"
"0005433613704",5074,6,"2D"
"0005432145085",5074,7,"2C"
"0005433784453",5074,8,"2F"
